10000173.SH,true,上证50ETF1509C3.3,2015/4/17,2015/9/23,3.3,10000,160,2015/4/17
10000174.SH,false,上证50ETF1509P3.3,2015/4/17,2015/9/23,3.3,10000,160,2015/4/17
10000175.SH,true,上证50ETF1504C3.4,2015/4/20,2015/4/22,3.4,10000,3,2015/4/20
10000176.SH,false,上证50ETF1504P3.4,2015/4/20,2015/4/22,3.4,10000,3,2015/4/20
10000177.SH,true,上证50ETF1505C3.4,2015/4/20,2015/5/27,3.4,10000,38,2015/4/20
10000178.SH,false,上证50ETF1505P3.4,2015/4/20,2015/5/27,3.4,10000,38,2015/4/20
10000179.SH,true,上证50ETF1506C3.4,2015/4/20,2015/6/24,3.4,10000,66,2015/4/20
10000180.SH,false,上证50ETF1506P3.4,2015/4/20,2015/6/24,3.4,10000,66,2015/4/20
10000181.SH,true,上证50ETF1509C3.4,2015/4/20,2015/9/23,3.4,10000,157,2015/4/20
10000182.SH,false,上证50ETF1509P3.4,2015/4/20,2015/9/23,3.4,10000,157,2015/4/20
10000183.SH,true,上证50ETF1512C3,2015/4/23,2015/12/23,3,10000,245,2015/4/23
10000184.SH,true,上证50ETF1512C3.1,2015/4/23,2015/12/23,3.1,10000,245,2015/4/23
10000185.SH,true,上证50ETF1512C3.2,2015/4/23,2015/12/23,3.2,10000,245,2015/4/23
10000186.SH,true,上证50ETF1512C3.3,2015/4/23,2015/12/23,3.3,10000,245,2015/4/23
10000187.SH,true,上证50ETF1512C3.4,2015/4/23,2015/12/23,3.4,10000,245,2015/4/23
10000188.SH,false,上证50ETF1512P3,2015/4/23,2015/12/23,3,10000,245,2015/4/23
10000189.SH,false,上证50ETF1512P3.1,2015/4/23,2015/12/23,3.1,10000,245,2015/4/23
10000190.SH,false,上证50ETF1512P3.2,2015/4/23,2015/12/23,3.2,10000,245,2015/4/23
10000191.SH,false,上证50ETF1512P3.3,2015/4/23,2015/12/23,3.3,10000,245,2015/4/23
10000192.SH,false,上证50ETF1512P3.4,2015/4/23,2015/12/23,3.4,10000,245,2015/4/23
10000193.SH,true,上证50ETF1505C3.5,2015/4/28,2015/5/27,3.5,10000,30,2015/4/28
10000194.SH,false,上证50ETF1505P3.5,2015/4/28,2015/5/27,3.5,10000,30,2015/4/28
10000195.SH,true,上证50ETF1506C3.5,2015/4/28,2015/6/24,3.5,10000,58,2015/4/28
10000196.SH,false,上证50ETF1506P3.5,2015/4/28,2015/6/24,3.5,10000,58,2015/4/28
10000197.SH,true,上证50ETF1509C3.5,2015/4/28,2015/9/23,3.5,10000,149,2015/4/28
10000198.SH,false,上证50ETF1509P3.5,2015/4/28,2015/9/23,3.5,10000,149,2015/4/28
10000199.SH,true,上证50ETF1512C3.5,2015/4/28,2015/12/23,3.5,10000,240,2015/4/28
10000200.SH,false,上证50ETF1512P3.5,2015/4/28,2015/12/23,3.5,10000,240,2015/4/28
10000201.SH,true,上证50ETF1512C2.95,2015/5/6,2015/12/23,2.95,10000,232,2015/5/6
10000202.SH,false,上证50ETF1512P2.95,2015/5/6,2015/12/23,2.95,10000,232,2015/5/6
10000203.SH,true,上证50ETF1512C2.9,2015/5/8,2015/12/23,2.9,10000,230,2015/5/8
